file_path,detected_object_class,confidence_score
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-05-07_17-15-27.jpg,person,0.8900330066680908
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-05-07_17-15-27.jpg,person,0.886099100112915
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-05-07_17-15-27.jpg,person,0.8638543486595154
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-05-07_17-15-27.jpg,person,0.8570924401283264
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-05-07_17-15-27.jpg,person,0.8443031907081604
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-05-07_17-15-27.jpg,person,0.8324111104011536
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-05-07_17-15-27.jpg,person,0.8235798478126526
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-05-07_17-15-27.jpg,person,0.8165082335472107
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-05-07_17-15-27.jpg,person,0.8094530701637268
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-05-07_17-15-27.jpg,person,0.42165249586105347
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-05-07_17-15-27.jpg,person,0.3696315586566925
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-05-07_17-15-27.jpg,person,0.338030606508255
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-09-19_14-47-44.jpg,book,0.3161933422088623
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2025-07-04_05-35-38 (1).jpg,cell phone,0.5579250454902649
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-06-12_17-53-27.jpg,book,0.25481271743774414
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2022-03-30_13-55-30.jpg,refrigerator,0.43849095702171326
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2022-03-30_13-55-30.jpg,refrigerator,0.3707661032676697
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2023-12-12_07-39-34.jpg,person,0.8907183408737183
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-12-21_17-42-31 (2).jpg,person,0.8614186644554138
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-12-21_17-42-31 (2).jpg,cell phone,0.6164435148239136
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-12-21_17-42-31 (2).jpg,cell phone,0.5079534649848938
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-12-21_17-42-31 (2).jpg,cell phone,0.4187837243080139
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-12-21_17-42-31 (2).jpg,cell phone,0.3845236599445343
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-12-21_17-42-31 (2).jpg,refrigerator,0.35127803683280945
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-12-21_17-42-31 (2).jpg,cell phone,0.25343313813209534
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2022-02-04_06-33-45.jpg,person,0.30820417404174805
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-12-31_05-26-53.jpg,person,0.6194941997528076
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2022-01-22_11-54-14.jpg,truck,0.553503155708313
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2022-03-07_13-15-13.jpg,remote,0.3275347054004669
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2025-05-27_07-35-46 (1).jpg,person,0.3317970633506775
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2025-05-27_07-35-46 (1).jpg,person,0.2970270812511444
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2022-01-21_05-25-33.jpg,tv,0.4690544903278351
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2023-12-25_07-13-03.jpg,person,0.6124252080917358
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2023-12-25_07-13-03.jpg,person,0.5879471898078918
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2023-12-25_07-13-03.jpg,person,0.2513808608055115
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-07-16_11-02-12.jpg,airplane,0.62935870885849
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-07-16_11-02-12.jpg,kite,0.39481762051582336
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2022-03-23_05-01-04 (2).jpg,laptop,0.5930843949317932
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2022-03-23_05-01-04 (2).jpg,cell phone,0.48000895977020264
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2022-03-23_05-01-04 (2).jpg,refrigerator,0.2809953987598419
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-05-17_13-48-00 (1).jpg,bottle,0.2699996829032898
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-12-31_16-45-20 (1).jpg,person,0.8606736063957214
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-01-21_09-56-33.jpg,bottle,0.8908056616783142
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-01-21_09-56-33.jpg,person,0.8658505082130432
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-01-21_09-56-33.jpg,bottle,0.8188326954841614
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-01-21_09-56-33.jpg,person,0.8150550127029419
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-01-21_09-56-33.jpg,bottle,0.8049337863922119
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-01-21_09-56-33.jpg,person,0.8037100434303284
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-01-21_09-56-33.jpg,person,0.7903134822845459
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-01-21_09-56-33.jpg,person,0.764258861541748
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-01-21_09-56-33.jpg,bottle,0.7557724118232727
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-01-21_09-56-33.jpg,person,0.7330769300460815
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-01-21_09-56-33.jpg,person,0.6680627465248108
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-01-21_09-56-33.jpg,person,0.6061133742332458
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-01-21_09-56-33.jpg,chair,0.5359504818916321
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-01-21_09-56-33.jpg,person,0.4605652689933777
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-01-21_09-56-33.jpg,laptop,0.4529149532318115
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-01-21_09-56-33.jpg,chair,0.4521307647228241
data/raw/telegram_media/tikvahpharma/20250715_154206/photo_2024-01-21_09-56-33.jpg,dining table,0.43491652607917786
